3,1,cliente@cliente.com,2021-11-26 22:53,Todo Mas que bien,9,9,9,10,10,10
4,1,cliente@cliente.com,2021-11-26 22:55,Todo Mas que bien,9,9,9,10,10,10
5,1,cliente@cliente.com,2021-11-26 22:56,Todo Mas que bien,9,9,9,10,10,10
6,1,cliente@cliente.com,2021-11-26 22:56,Todo Mas que bien,9,9,9,10,10,10
7,1,cliente@cliente.com,2021-11-26 23:06,Todo Mas que bien,9,9,9,10,10,10
8,1,cliente@cliente.com,2021-11-27 18:37,Todo Mas que bien,9,9,9,10,10,10

9,1,cliente@cliente.com,2021-11-27 18:37,Todo Mas que bien,9,9,9,10,10,10

10,1,cliente@cliente.com,2021-11-27 18:37,Todo Mas que bien,9,9,9,10,10,10

11,1,cliente@cliente.com,2021-11-27 18:37,Todo Mas que bien,9,9,9,10,10,10

12,1,cliente@cliente.com,2021-11-27 18:37,Todo Mas que bien,9,9,9,10,10,10

13,1,cliente@cliente.com,2021-11-27 18:52,Todo Mas que bien,9,9,9,10,10,10

14,1,cliente@cliente.com,2021-11-27 18:52,Todo Mas que bien,9,9,9,10,10,10

15,1,cliente@cliente.com,2021-11-27 18:52,Todo Mas que bien,9,9,9,10,10,10

16,1,cliente@cliente.com,2021-11-27 18:52,Todo Mas que bien,9,9,9,10,10,10

17,1,cliente@cliente.com,2021-11-27 18:52,Todo Mas que bien,9,9,9,10,10,10

18,1,x@x.com,2021-11-27 18:53,Todo Mas que bien,9,9,9,10,10,10

19,1,x@x.com,2021-11-27 18:53,Todo Mas que bien,9,9,9,10,10,10

